"","city_name","day","api","pollutant","yd","year","month","date","_merge1","prov","_merge2"
"911","Nantong","12/4/12",136,"PM10",19095,2012,4,12,1,32,1
"912","Nantong","1/5/12",65,"PM10",19114,2012,5,1,1,32,1
"913","Nantong","2/5/12",54,"PM10",19115,2012,5,2,1,32,1
"914","Nantong","3/5/12",55,"PM10",19116,2012,5,3,1,32,1
"915","Nantong","4/5/12",97,"PM10",19117,2012,5,4,1,32,1
"916","Nantong","5/5/12",119,"PM10",19118,2012,5,5,1,32,1
"917","Nantong","6/5/12",59,"PM10",19119,2012,5,6,1,32,1
"918","Nantong","7/5/12",69,"PM10",19120,2012,5,7,1,32,1
"919","Nantong","8/5/12",37,"--",19121,2012,5,8,1,32,1
"920","Nantong","9/5/12",56,"PM10",19122,2012,5,9,1,32,1
"921","Nantong","10/5/12",112,"PM10",19123,2012,5,10,1,32,1
"922","Nantong","11/5/12",80,"PM10",19124,2012,5,11,1,32,1
"923","Nantong","12/5/12",122,"PM10",19125,2012,5,12,1,32,1
"924","Nantong","1/6/12",65,"PM10",19145,2012,6,1,1,32,1
"925","Nantong","2/6/12",57,"PM10",19146,2012,6,2,1,32,1
"926","Nantong","3/6/12",115,"PM10",19147,2012,6,3,1,32,1
"927","Nantong","4/6/12",83,"PM10",19148,2012,6,4,1,32,1
"928","Nantong","5/6/12",162,"PM10",19149,2012,6,5,1,32,1
"929","Nantong","6/6/12",52,"PM10",19150,2012,6,6,1,32,1
"930","Nantong","7/6/12",89,"PM10",19151,2012,6,7,1,32,1
"931","Nantong","8/6/12",44,"--",19152,2012,6,8,1,32,1
"932","Nantong","9/6/12",46,"--",19153,2012,6,9,1,32,1
"933","Nantong","10/6/12",71,"PM10",19154,2012,6,10,1,32,1
"934","Nantong","11/6/12",87,"PM10",19155,2012,6,11,1,32,1
"935","Nantong","12/6/12",92,"PM10",19156,2012,6,12,1,32,1
"936","Nantong","1/7/12",53,"PM10",19175,2012,7,1,1,32,1
"937","Nantong","2/7/12",64,"PM10",19176,2012,7,2,1,32,1
"938","Nantong","3/7/12",107,"PM10",19177,2012,7,3,1,32,1
"939","Nantong","4/7/12",88,"PM10",19178,2012,7,4,1,32,1
"940","Nantong","5/7/12",140,"PM10",19179,2012,7,5,1,32,1
"941","Nantong","6/7/12",59,"PM10",19180,2012,7,6,1,32,1
"942","Nantong","7/7/12",62,"PM10",19181,2012,7,7,1,32,1
"943","Nantong","8/7/12",41,"--",19182,2012,7,8,1,32,1
"944","Nantong","9/7/12",50,"--",19183,2012,7,9,1,32,1
"945","Nantong","10/7/12",59,"PM10",19184,2012,7,10,1,32,1
"946","Nantong","11/7/12",159,"PM10",19185,2012,7,11,1,32,1
"947","Nantong","12/7/12",90,"PM10",19186,2012,7,12,1,32,1
"948","Nantong","1/8/12",47,"--",19206,2012,8,1,1,32,1
"949","Nantong","2/8/12",46,"--",19207,2012,8,2,1,32,1
"950","Nantong","3/8/12",57,"PM10",19208,2012,8,3,1,32,1
"951","Nantong","4/8/12",93,"PM10",19209,2012,8,4,1,32,1
"952","Nantong","5/8/12",94,"PM10",19210,2012,8,5,1,32,1
"953","Nantong","6/8/12",116,"PM10",19211,2012,8,6,1,32,1
"954","Nantong","7/8/12",59,"PM10",19212,2012,8,7,1,32,1
"955","Nantong","8/8/12",38,"--",19213,2012,8,8,1,32,1
"956","Nantong","9/8/12",47,"--",19214,2012,8,9,1,32,1
"957","Nantong","10/8/12",51,"PM10",19215,2012,8,10,1,32,1
"958","Nantong","11/8/12",114,"PM10",19216,2012,8,11,1,32,1
"959","Nantong","12/8/12",129,"PM10",19217,2012,8,12,1,32,1
"960","Nantong","1/9/12",45,"--",19237,2012,9,1,1,32,1
"961","Nantong","2/9/12",96,"PM10",19238,2012,9,2,1,32,1
"962","Nantong","3/9/12",58,"PM10",19239,2012,9,3,1,32,1
"963","Nantong","4/9/12",91,"PM10",19240,2012,9,4,1,32,1
"964","Nantong","5/9/12",28,"--",19241,2012,9,5,1,32,1
"965","Nantong","6/9/12",137,"PM10",19242,2012,9,6,1,32,1
"966","Nantong","7/9/12",69,"PM10",19243,2012,9,7,1,32,1
"967","Nantong","8/9/12",29,"--",19244,2012,9,8,1,32,1
"968","Nantong","9/9/12",30,"--",19245,2012,9,9,1,32,1
"969","Nantong","10/9/12",54,"PM10",19246,2012,9,10,1,32,1
"970","Nantong","11/9/12",60,"PM10",19247,2012,9,11,1,32,1
"971","Nantong","12/9/12",94,"PM10",19248,2012,9,12,1,32,1
"972","Nantong","1/10/12",59,"PM10",19267,2012,10,1,1,32,1
"973","Nantong","2/10/12",81,"PM10",19268,2012,10,2,1,32,1
"974","Nantong","3/10/12",46,"--",19269,2012,10,3,1,32,1
"975","Nantong","4/10/12",57,"PM10",19270,2012,10,4,1,32,1
"976","Nantong","5/10/12",60,"PM10",19271,2012,10,5,1,32,1
"977","Nantong","6/10/12",93,"PM10",19272,2012,10,6,1,32,1
"978","Nantong","7/10/12",89,"PM10",19273,2012,10,7,1,32,1
"979","Nantong","8/10/12",45,"--",19274,2012,10,8,1,32,1
"980","Nantong","9/10/12",28,"--",19275,2012,10,9,1,32,1
"981","Nantong","10/10/12",80,"PM10",19276,2012,10,10,1,32,1
"982","Nantong","11/10/12",32,"--",19277,2012,10,11,1,32,1
"983","Nantong","12/10/12",71,"PM10",19278,2012,10,12,1,32,1
"984","Nantong","1/11/12",99,"PM10",19298,2012,11,1,1,32,1
"985","Nantong","2/11/12",88,"PM10",19299,2012,11,2,1,32,1
"986","Nantong","3/11/12",113,"PM10",19300,2012,11,3,1,32,1
"987","Nantong","4/11/12",74,"PM10",19301,2012,11,4,1,32,1
"988","Nantong","5/11/12",66,"PM10",19302,2012,11,5,1,32,1
"989","Nantong","6/11/12",78,"PM10",19303,2012,11,6,1,32,1
"990","Nantong","7/11/12",59,"PM10",19304,2012,11,7,1,32,1
"991","Nantong","8/11/12",58,"PM10",19305,2012,11,8,1,32,1
"992","Nantong","9/11/12",59,"PM10",19306,2012,11,9,1,32,1
"993","Nantong","10/11/12",56,"PM10",19307,2012,11,10,1,32,1
"994","Nantong","11/11/12",35,"--",19308,2012,11,11,1,32,1
"995","Nantong","12/11/12",57,"PM10",19309,2012,11,12,1,32,1
"996","Nantong","1/12/12",47,"--",19328,2012,12,1,1,32,1
"997","Nantong","2/12/12",48,"--",19329,2012,12,2,1,32,1
"998","Nantong","3/12/12",51,"PM10",19330,2012,12,3,1,32,1
"999","Nantong","4/12/12",48,"--",19331,2012,12,4,1,32,1
"1000","Nantong","5/12/12",77,"PM10",19332,2012,12,5,1,32,1
"1001","Nantong","6/12/12",66,"PM10",19333,2012,12,6,1,32,1
"1002","Nantong","7/12/12",87,"PM10",19334,2012,12,7,1,32,1
"1003","Nantong","8/12/12",67,"PM10",19335,2012,12,8,1,32,1
"1004","Nantong","9/12/12",62,"PM10",19336,2012,12,9,1,32,1
"1005","Nantong","10/12/12",51,"PM10",19337,2012,12,10,1,32,1
"1006","Nantong","11/12/12",71,"PM10",19338,2012,12,11,1,32,1
"1007","Nantong","12/12/12",58,"PM10",19339,2012,12,12,1,32,1
"1008","Nantong","1/1/13",83,"PM10",19359,2013,1,1,1,32,1
"1009","Nantong","1/2/13",110,"PM10",19390,2013,2,1,1,32,1
"1010","Nantong","1/3/13",37,"--",19418,2013,3,1,1,32,1
"1011","Nantong","1/4/13",52,"PM10",19449,2013,4,1,1,32,1
"1012","Nantong","1/5/13",50,"--",19479,2013,5,1,1,32,1
"1013","Nantong","1/6/13",66,"PM10",19510,2013,6,1,1,32,1
"1014","Nantong","1/7/13",78,"PM10",19540,2013,7,1,1,32,1
"1015","Nantong","1/8/13",94,"PM10",19571,2013,8,1,1,32,1
"1016","Nantong","1/9/13",69,"PM10",19602,2013,9,1,1,32,1
"1017","Nantong","1/10/13",71,"PM10",19632,2013,10,1,1,32,1
"1018","Nantong","1/11/13",68,"PM10",19663,2013,11,1,1,32,1
"1019","Nantong","1/12/13",107,"PM10",19693,2013,12,1,1,32,1
